District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Value
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Semen Analysis,38
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Bence John's Protein,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Specific gravity,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Others,200
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Stool Test,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Occult blood,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Reducing sugar,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Urine test,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Bile salts,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Bile Pigments,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Urobili nogen,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Porpho bilinogen,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Acetone,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Chyle,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Semen Analysis,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Bence John's Protein,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Specific gravity,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Others,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Stool Test,781
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Occult blood,2
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Reducing sugar,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Urine test,6029
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Bile salts,1
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Bile Pigments,1
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Urobili nogen,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Porpho bilinogen,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Acetone,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Chyle,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Semen Analysis,3
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Bence John's Protein,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Specific gravity,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Others,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Stool Test,532
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Occult blood,7
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Reducing sugar,7
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Urine test,2063
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Bile salts,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Bile Pigments,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Urobili nogen,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Porpho bilinogen,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Acetone,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Chyle,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Semen Analysis,12
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Bence John's Protein,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Specific gravity,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Others,9
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Stool Test,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Occult blood,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Reducing sugar,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Urine test,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Bile salts,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Bile Pigments,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Urobili nogen,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Porpho bilinogen,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Acetone,0
