District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Value
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Specific gravity,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Others,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Stool Test,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Occult blood,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Reducing sugar,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Urine test,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Bile salts,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Bile Pigments,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Urobili nogen,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Porpho bilinogen,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Acetone,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Chyle,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Semen Analysis,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Bence John's Protein,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Specific gravity,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Others,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Stool Test,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Occult blood,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Reducing sugar,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Urine test,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Bile salts,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Bile Pigments,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Urobili nogen,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Porpho bilinogen,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Acetone,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Chyle,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Semen Analysis,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Bence John's Protein,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Specific gravity,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Others,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Stool Test,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Occult blood,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Reducing sugar,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Urine test,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Bile salts,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Bile Pigments,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Urobili nogen,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Porpho bilinogen,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Acetone,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Chyle,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Semen Analysis,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Bence John's Protein,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Specific gravity,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Others,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Stool Test,891
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Occult blood,110
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Reducing sugar,52
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Urine test,4577
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bile salts,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bile Pigments,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Urobili nogen,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Porpho bilinogen,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Acetone,34
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chyle,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Semen Analysis,76
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bence John's Protein,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Specific gravity,4
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Others,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Stool Test,719
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Occult blood,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Reducing sugar,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Urine test,4160
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Bile salts,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Bile Pigments,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Urobili nogen,1
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Porpho bilinogen,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Acetone,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Chyle,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Semen Analysis,6
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Bence John's Protein,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Specific gravity,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Others,16
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Stool Test,93
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Occult blood,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Reducing sugar,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Urine test,1415
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Bile salts,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Bile Pigments,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Urobili nogen,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Porpho bilinogen,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Acetone,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Chyle,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Semen Analysis,1
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Bence John's Protein,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Specific gravity,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Others,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Stool Test,368
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Occult blood,25
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Reducing sugar,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Urine test,2918
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Bile salts,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Bile Pigments,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Urobili nogen,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Porpho bilinogen,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Acetone,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Chyle,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Semen Analysis,73
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Bence John's Protein,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Specific gravity,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Others,3
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Stool Test,156
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Occult blood,1
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Reducing sugar,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Urine test,959
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Bile salts,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Bile Pigments,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Urobili nogen,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Porpho bilinogen,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Acetone,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Chyle,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Semen Analysis,9
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Bence John's Protein,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Specific gravity,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Others,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Stool Test,56
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Occult blood,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Reducing sugar,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Urine test,66
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bile salts,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bile Pigments,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Urobili nogen,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Porpho bilinogen,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Acetone,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Chyle,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Semen Analysis,10
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bence John's Protein,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Specific gravity,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Stool Test,629
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Occult blood,18
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Reducing sugar,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Urine test,871
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bile salts,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bile Pigments,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Urobili nogen,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Porpho bilinogen,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Acetone,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Chyle,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Semen Analysis,5
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bence John's Protein,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Specific gravity,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Stool Test,268
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Occult blood,3
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Reducing sugar,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Urine test,1289
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bile salts,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bile Pigments,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Urobili nogen,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Porpho bilinogen,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Acetone,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Chyle,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Semen Analysis,47
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bence John's Protein,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Specific gravity,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Stool Test,16
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Occult blood,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Reducing sugar,20
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Urine test,75
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bile salts,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bile Pigments,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Urobili nogen,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Porpho bilinogen,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Acetone,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Chyle,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Semen Analysis,6
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bence John's Protein,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Specific gravity,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Stool Test,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Occult blood,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Reducing sugar,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Urine test,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bile salts,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bile Pigments,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Urobili nogen,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Porpho bilinogen,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Acetone,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Chyle,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Semen Analysis,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bence John's Protein,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Specific gravity,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Stool Test,72
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Occult blood,9
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Reducing sugar,2
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Urine test,386
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Bile salts,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Bile Pigments,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Urobili nogen,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Porpho bilinogen,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Acetone,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Chyle,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Semen Analysis,4
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Bence John's Protein,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Specific gravity,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Others,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Stool Test,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Occult blood,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Reducing sugar,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Urine test,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Bile salts,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Bile Pigments,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Urobili nogen,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Porpho bilinogen,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Acetone,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Chyle,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Semen Analysis,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Bence John's Protein,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Specific gravity,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Stool Test,1676
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Occult blood,100
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Reducing sugar,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Urine test,5957
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Bile salts,778
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Bile Pigments,1299
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Urobili nogen,1519
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Porpho bilinogen,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Acetone,1499
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Chyle,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Semen Analysis,45
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Bence John's Protein,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Specific gravity,1439
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Others,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Stool Test,1531
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Occult blood,112
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Reducing sugar,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Urine test,4073
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Bile salts,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Bile Pigments,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Urobili nogen,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Porpho bilinogen,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Acetone,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Chyle,2
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Semen Analysis,56
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Bence John's Protein,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Specific gravity,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Stool Test,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Occult blood,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Reducing sugar,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Urine test,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Bile salts,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Bile Pigments,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Urobili nogen,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Porpho bilinogen,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Acetone,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Chyle,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Semen Analysis,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Bence John's Protein,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Specific gravity,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Others,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Stool Test,1567
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Occult blood,109
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Reducing sugar,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Urine test,7656
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Bile salts,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Bile Pigments,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Urobili nogen,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Porpho bilinogen,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Acetone,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Chyle,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Semen Analysis,12
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Bence John's Protein,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Specific gravity,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Others,91
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Stool Test,352
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Occult blood,9
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Reducing sugar,100
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Urine test,1528
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Bile salts,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Bile Pigments,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Urobili nogen,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Porpho bilinogen,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Acetone,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Chyle,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Semen Analysis,29
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Bence John's Protein,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Specific gravity,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Others,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Stool Test,611
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Occult blood,49
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Reducing sugar,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Urine test,1329
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Bile salts,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Bile Pigments,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Urobili nogen,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Porpho bilinogen,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Acetone,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Chyle,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Semen Analysis,43
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Bence John's Protein,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Specific gravity,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Others,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Stool Test,748
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Occult blood,69
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Reducing sugar,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Urine test,2108
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Bile salts,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Bile Pigments,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Urobili nogen,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Porpho bilinogen,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Acetone,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Chyle,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Semen Analysis,34
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Bence John's Protein,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Specific gravity,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Others,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Stool Test,1372
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Occult blood,310
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Reducing sugar,1
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Urine test,2201
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Bile salts,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Bile Pigments,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Urobili nogen,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Porpho bilinogen,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Acetone,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Chyle,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Semen Analysis,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Bence John's Protein,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Specific gravity,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Others,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Stool Test,326
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Occult blood,19
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Reducing sugar,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Urine test,2715
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Bile salts,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Bile Pigments,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Urobili nogen,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Porpho bilinogen,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Acetone,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Chyle,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Semen Analysis,9
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Bence John's Protein,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Specific gravity,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Others,6
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Stool Test,462
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Occult blood,15
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Reducing sugar,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Urine test,5664
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Bile salts,1
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Bile Pigments,3
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Urobili nogen,1
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Porpho bilinogen,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Acetone,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Chyle,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Semen Analysis,2
