District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Value
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PM Imported,Total,Female,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PM Imported,Total,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,Total,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,Total,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PM Imported,Total,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,PM Imported,Total,Male,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Total,Female,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Total,Male,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Total,Female,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Total,Male,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Total,Female,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Total,Male,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Total,Female,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Total,Male,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Total,Female,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Total,Male,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Total,Female,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Total,Male,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,1
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,1
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Total,Female,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Total,Male,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Total,Female,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Total,Male,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Total,Female,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Total,Male,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Total,Female,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Total,Male,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,Total,Female,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PF Imported,Total,Male,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PM Imported,Total,Female,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,PM Imported,Total,Male,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,1
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Female,1
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Total,Female,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PF Imported,Total,Male,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Total,Female,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,PM Imported,Total,Male,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,1
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PF Imported,Total,Female,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PF Imported,Total,Male,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PM Imported,Total,Female,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,PM Imported,Total,Male,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,1
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Total,Female,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Total,Male,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Total,Female,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Total,Male,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,1
Bara,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Total,Male,1
Bara,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,1
Bara,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,1
Bara,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Total,Female,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Total,Male,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
