District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator 1,Indicator 2,Indicator 3,Value
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.5,Total,Male,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.5,Total,Male,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,3
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,3
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PF Imported.5,Total,Male,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,1
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,1
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PF Imported.5,Total,Male,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,1
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PF Imported.5,Total,Male,1
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,2
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,2
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,2
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PF Imported.5,Total,Male,2
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,1
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,2
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,4
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,2
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,5
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,3
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,22
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PF Imported.4,Total,Female,3
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PF Imported.5,Total,Male,22
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,2
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,1
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,2
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,1
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,1
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,4
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,12
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PF Imported.4,Total,Female,4
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PF Imported.5,Total,Male,13
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,1
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,1
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,1
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,1
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,2
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Imported.5,Total,Male,2
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,3
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Imported.5,Total,Male,3
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,1
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PF Imported.5,Total,Male,1
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,2
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,1
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,2
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,1
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PF Imported.5,Total,Male,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
