district,Zone,Geographical Region,region,vdc_name,vdc_code,coverage_population,target,rcs_count,Region
Achham,Seti,Hill,Far-Western,Mellekh,69013,1617,1295,3.0,Far-Western
Achham,Seti,Hill,Far-Western,Birpath,69014,1269,1002,,Far-Western
Achham,Seti,Hill,Far-Western,Budhakot,69015,1176,1174,2.0,Far-Western
Achham,Seti,Hill,Far-Western,Chalsa,69016,926,911,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Chandika(Bayalpata),69017,859,1011,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Chaphamandau,69018,540,507,,Far-Western
Achham,Seti,Hill,Far-Western,Darna,69019,1864,1797,,Far-Western
Achham,Seti,Hill,Far-Western,Devisthan,69020,986,908,,Far-Western
Achham,Seti,Hill,Far-Western,Dhakari,69021,1722,1387,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Dhaku,69022,779,716,,Far-Western
Achham,Seti,Hill,Far-Western,Dhamali,69023,1778,1751,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Ghodasain,69024,1698,1883,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Dhudharukot,69025,1330,1356,,Far-Western
Achham,Seti,Hill,Far-Western,Dhungachalna,69026,2479,1964,,Far-Western
Achham,Seti,Hill,Far-Western,Duni,69027,1038,798,4.0,Far-Western
Achham,Seti,Hill,Far-Western,Gajara,69028,616,726,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Hatikot,69029,843,754,,Far-Western
Achham,Seti,Hill,Far-Western,Hichma,69030,2247,1894,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Shrikot,69031,1277,1116,,Far-Western
Achham,Seti,Hill,Far-Western,Janalibandali,69032,1456,1236,,Far-Western
Achham,Seti,Hill,Far-Western,Janalikot,69033,736,853,2.0,Far-Western
Achham,Seti,Hill,Far-Western,Jupu,69034,1214,1299,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Kalagau,69035,1161,1160,,Far-Western
Achham,Seti,Hill,Far-Western,Kalekanda,69036,1586,1135,,Far-Western
Achham,Seti,Hill,Far-Western,Kalika,69037,1534,1373,,Far-Western
Achham,Seti,Hill,Far-Western,Kacchi,69038,1551,1478,,Far-Western
Achham,Seti,Hill,Far-Western,Khaptad,69039,728,612,2.0,Far-Western
Achham,Seti,Hill,Far-Western,Sodsha,69040,1626,1459,,Far-Western
Achham,Seti,Hill,Far-Western,Kuika,69041,1658,1644,,Far-Western
Achham,Seti,Hill,Far-Western,Kuntibandali,69042,1575,1124,,Far-Western
Achham,Seti,Hill,Far-Western,Kushkot,69043,2205,1584,,Far-Western
Achham,Seti,Hill,Far-Western,Layati,69044,1123,900,,Far-Western
Achham,Seti,Hill,Far-Western,Lungra,69045,1855,1719,4.0,Far-Western
Achham,Seti,Hill,Far-Western,Malatikot,69046,1045,937,,Far-Western
Achham,Seti,Hill,Far-Western,Mangalsen,69047,3860,3782,,Far-Western
Achham,Seti,Hill,Far-Western,Marku,69048,1017,870,2.0,Far-Western
Achham,Seti,Hill,Far-Western,Mashtanamdali,69049,776,852,,Far-Western
Achham,Seti,Hill,Far-Western,Mastamandau,69050,1641,1451,,Far-Western
Achham,Seti,Hill,Far-Western,Nada,69051,1267,1151,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Nandegada,69052,1586,1424,,Far-Western
Achham,Seti,Hill,Far-Western,Nawathana,69053,637,837,,Far-Western
Achham,Seti,Hill,Far-Western,Oligau,69054,1320,1450,,Far-Western
Achham,Seti,Hill,Far-Western,Patalkot,69055,1111,923,,Far-Western
Achham,Seti,Hill,Far-Western,Payal,69056,2132,2089,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Pulletala,69057,1762,1120,,Far-Western
Achham,Seti,Hill,Far-Western,Rahaph,69058,2141,1474,,Far-Western
Achham,Seti,Hill,Far-Western,Ramarosan,69059,2658,1868,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Raniban,69060,1260,1014,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Ridikot,69061,643,676,,Far-Western
Achham,Seti,Hill,Far-Western,Risidaha,69062,1946,1544,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Santada,69063,1483,1035,,Far-Western
Achham,Seti,Hill,Far-Western,Sera,69064,1241,1114,2.0,Far-Western
Achham,Seti,Hill,Far-Western,Siddheswor,69065,1485,1854,,Far-Western
Achham,Seti,Hill,Far-Western,Chourmandu,69066,2170,1923,,Far-Western
Achham,Seti,Hill,Far-Western,Soukat,69067,2747,2469,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Sutar,69068,1637,1287,,Far-Western
Achham,Seti,Hill,Far-Western,Thanti,69069,1019,955,,Far-Western
Achham,Seti,Hill,Far-Western,Timilsain,69070,868,855,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Toli,69071,1668,1462,2.0,Far-Western
Achham,Seti,Hill,Far-Western,Tosi,69072,1009,856,1.0,Far-Western
Achham,Seti,Hill,Far-Western,Turmakhad,69073,1779,1433,2.0,Far-Western
Achham,Seti,Hill,Far-Western,Balata,69074,1758,1542,,Far-Western
Achham,Seti,Hill,Far-Western,Warla,69075,1978,1337,1.0,Far-Western
Doti,Seti,Hill,Far-Western,Banjakakani,70001,1790,1851,3.0,Far-Western
Doti,Seti,Hill,Far-Western,Banlek,70002,1915,1846,,Far-Western
Doti,Seti,Hill,Far-Western,Barchhen,70003,2265,2348,2.0,Far-Western
Doti,Seti,Hill,Far-Western,Basudevi,70004,1635,1406,,Far-Western
Doti,Seti,Hill,Far-Western,Bhumirajmadau,70005,1716,1961,1.0,Far-Western
Doti,Seti,Hill,Far-Western,Chawarachautara,70006,1312,1453,1.0,Far-Western
Doti,Seti,Hill,Far-Western,Chhapali,70007,1444,1279,,Far-Western
Doti,Seti,Hill,Far-Western,Chhatiwan,70008,1593,1475,,Far-Western
Doti,Seti,Hill,Far-Western,Dahakalikasthan,70009,1208,1117,,Far-Western
Doti,Seti,Hill,Far-Western,Daud,70010,2598,2409,,Far-Western
Doti,Seti,Hill,Far-Western,Dhirkamandau,70012,867,855,,Far-Western
Doti,Seti,Hill,Far-Western,Dipayal Silgadhi Municipality,70013,9776,9488,,Far-Western
Doti,Seti,Hill,Far-Western,Durgamadau,70014,1630,1635,,Far-Western
Doti,Seti,Hill,Far-Western,Gadasera,70015,1440,1546,,Far-Western
Doti,Seti,Hill,Far-Western,Gaguda,70016,1320,1432,,Far-Western
Doti,Seti,Hill,Far-Western,Gaihragau,70017,1523,1487,2.0,Far-Western
Doti,Seti,Hill,Far-Western,Ganjari,70018,1404,966,,Far-Western
Doti,Seti,Hill,Far-Western,Ghanteswor,70019,910,988,,Far-Western
Doti,Seti,Hill,Far-Western,Girichauka,70020,1969,1678,,Far-Western
Doti,Seti,Hill,Far-Western,Dangkot,70021,938,916,1.0,Far-Western
Doti,Seti,Hill,Far-Western,Kadamadaun,70022,1780,1636,,Far-Western
Doti,Seti,Hill,Far-Western,Kalena,70023,1245,1043,,Far-Western
Doti,Seti,Hill,Far-Western,Kanachaur,70025,1276,1301,,Far-Western
Doti,Seti,Hill,Far-Western,Kapalleki,70026,1815,1741,,Far-Western
Doti,Seti,Hill,Far-Western,Kedarakhada,70027,825,859,1.0,Far-Western
Doti,Seti,Hill,Far-Western,Khatiwada,70028,2487,2501,,Far-Western
Doti,Seti,Hill,Far-Western,Khirsain,70029,1306,1245,,Far-Western
Doti,Seti,Hill,Far-Western,Ladagada,70030,1955,1741,,Far-Western
Doti,Seti,Hill,Far-Western,Lamikhal,70031,1653,1745,,Far-Western
Doti,Seti,Hill,Far-Western,Lanakedareswor,70032,1534,1578,,Far-Western
Doti,Seti,Hill,Far-Western,Latamandau,70033,2102,2283,,Far-Western
Doti,Seti,Hill,Far-Western,Laxminagar,70034,1893,2057,1.0,Far-Western
Doti,Seti,Hill,Far-Western,Mahadevsthan,70035,1991,1904,,Far-Western
Doti,Seti,Hill,Far-Western,Mannakapadi,70036,1472,1533,1.0,Far-Western
Doti,Seti,Hill,Far-Western,Mudabhara,70037,2155,2110,1.0,Far-Western
Doti,Seti,Hill,Far-Western,Mudhegau,70038,1110,1111,,Far-Western
Doti,Seti,Hill,Far-Western,Nirauli,70039,1212,1286,1.0,Far-Western
Doti,Seti,Hill,Far-Western,Pachanali,70040,1344,1375,,Far-Western
Doti,Seti,Hill,Far-Western,Pokhari,70041,1893,1776,2.0,Far-Western
Doti,Seti,Hill,Far-Western,Ranagau,70042,1336,1272,,Far-Western
Doti,Seti,Hill,Far-Western,Sanagau,70043,1237,1124,2.0,Far-Western
Doti,Seti,Hill,Far-Western,Saraswotinagar,70044,1299,1399,,Far-Western
Doti,Seti,Hill,Far-Western,Satphari,70045,1240,1245,1.0,Far-Western
Doti,Seti,Hill,Far-Western,Simchaur,70046,1505,1305,1.0,Far-Western
Doti,Seti,Hill,Far-Western,Tijali,70047,840,877,,Far-Western
Doti,Seti,Hill,Far-Western,Tikhatar,70048,2815,2778,,Far-Western
Doti,Seti,Hill,Far-Western,Toleni,70049,2430,2409,,Far-Western
Doti,Seti,Hill,Far-Western,Wagalek,70050,1693,1600,1.0,Far-Western
Doti,Seti,Hill,Far-Western,Warpata,70051,1600,1682,,Far-Western
Kailali,Seti,Terai,Far-Western,Baliya,71001,14227,14173,,Far-Western
Kailali,Seti,Terai,Far-Western,Basauti,71002,2185,2777,1.0,Far-Western
Kailali,Seti,Terai,Far-Western,Beladevipur,71003,4533,3585,1.0,Far-Western
Kailali,Seti,Terai,Far-Western,Bhajani,71004,5708,5045,2.0,Far-Western
Kailali,Seti,Terai,Far-Western,Boniya,71005,5468,5907,2.0,Far-Western
Kailali,Seti,Terai,Far-Western,Chauha,71006,7549,7301,,Far-Western
Kailali,Seti,Terai,Far-Western,Chaumala,71007,10982,8315,,Far-Western
Kailali,Seti,Terai,Far-Western,Dansinhapur,71008,3372,4288,1.0,Far-Western
Kailali,Seti,Terai,Far-Western,Darakh,71009,6815,5426,1.0,Far-Western
Kailali,Seti,Terai,Far-Western,Dhangadi Municipality,71010,35375,30099,,Far-Western
Kailali,Seti,Terai,Far-Western,Dododhara,71011,7600,6499,,Far-Western
Kailali,Seti,Terai,Far-Western,Durgauli,71012,4403,5908,,Far-Western
Kailali,Seti,Terai,Far-Western,Gadariya,71013,3487,4628,,Far-Western
Kailali,Seti,Terai,Far-Western,Geta,71014,8206,5450,,Far-Western
Kailali,Seti,Terai,Far-Western,Godawari,71015,5972,6091,,Far-Western
Kailali,Seti,Terai,Far-Western,Hasuliya,71016,4279,6260,2.0,Far-Western
Kailali,Seti,Terai,Far-Western,Janakinagar,71017,1864,2295,,Far-Western
Kailali,Seti,Terai,Far-Western,Joshipur,71018,6844,8607,1.0,Far-Western
Kailali,Seti,Terai,Far-Western,Khailad,71019,4203,4482,,Far-Western
Kailali,Seti,Terai,Far-Western,Khairala,71020,2021,1799,,Far-Western
Kailali,Seti,Terai,Far-Western,Kotatulsipur,71021,4500,4530,1.0,Far-Western
Kailali,Seti,Terai,Far-Western,Lalbojhi,71022,4401,4833,,Far-Western
Kailali,Seti,Terai,Far-Western,Malakheti,71023,10023,6952,,Far-Western
Kailali,Seti,Terai,Far-Western,Masuriya,71024,8120,7224,2.0,Far-Western
Kailali,Seti,Terai,Far-Western,Mohanyal,71025,1828,1952,,Far-Western
Kailali,Seti,Terai,Far-Western,Munuwa,71026,4519,5318,,Far-Western
Kailali,Seti,Terai,Far-Western,Narayanpur,71027,3987,5144,,Far-Western
Kailali,Seti,Terai,Far-Western,Nigali,71028,2729,2432,,Far-Western
Kailali,Seti,Terai,Far-Western,Pahalmanpur,71029,5203,5299,,Far-Western
Kailali,Seti,Terai,Far-Western,Pandaun,71030,1945,1709,,Far-Western
Kailali,Seti,Terai,Far-Western,Pathariya,71031,6774,8798,,Far-Western
Kailali,Seti,Terai,Far-Western,Pawera,71032,2191,2770,2.0,Far-Western
Kailali,Seti,Terai,Far-Western,Phulwari,71033,8177,8471,2.0,Far-Western
Kailali,Seti,Terai,Far-Western,Pratapapur,71034,5416,5703,,Far-Western
Kailali,Seti,Terai,Far-Western,Ramsikharjhala,71035,7192,6042,,Far-Western
Kailali,Seti,Terai,Far-Western,Ratanpur,71036,2515,3087,2.0,Far-Western
Kailali,Seti,Terai,Far-Western,Sadepani,71037,8685,8002,1.0,Far-Western
Kailali,Seti,Terai,Far-Western,Sahajpur,71038,3648,3187,,Far-Western
Kailali,Seti,Terai,Far-Western,Sreepur,71039,6133,6012,,Far-Western
Kailali,Seti,Terai,Far-Western,Sugarkhal,71040,6621,5684,,Far-Western
Kailali,Seti,Terai,Far-Western,Thapapur,71041,5616,6042,1.0,Far-Western
Kailali,Seti,Terai,Far-Western,Tikapur Municipality,71042,19721,17242,,Far-Western
Kailali,Seti,Terai,Far-Western,Udasipur,71043,3447,3501,1.0,Far-Western
Kailali,Seti,Terai,Far-Western,Urma,71044,4990,4925,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Baisibichawa,72001,5111,5109,1.0,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Beldandi,72002,6164,6584,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Chandani,72003,7155,7495,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Daijee,72004,9838,10091,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Dekhatbhuli,72005,7869,7355,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Dodhara,72006,8249,8254,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Jhalari,72007,8863,7082,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Kalika,72008,6073,5779,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Krishnapur,72009,15059,11311,2.0,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Laxmipur,72010,5103,5230,1.0,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Bhim Datt,72011,34601,35963,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Parasan,72012,5977,6008,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Pipaladi,72013,8775,8778,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Raikawarbichawa,72014,6153,6482,2.0,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Rampurbilaspur,72015,6472,6873,1.0,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Rautelibichawa,72016,1756,4433,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Sankarpur,72017,2928,2910,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Sreepur,72018,7183,8271,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Suda,72019,6694,8034,,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,Tribhuwanbast,72020,5531,5556,,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Chamada,73001,2016,1769,,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Alital,73002,5458,4077,3.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Amargadhi Municipality,73003,7531,7844,1.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Ashigram,73004,1228,1360,1.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Bagarkot,73005,1727,1754,1.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Belapur,73006,2913,2864,1.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Bhadrapur,73007,1110,1053,2.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Bhageswor,73008,1628,1690,,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Chipur,73009,1206,1138,6.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Dewaldibyapur,73010,2594,2424,4.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Ganeshpur,73011,1471,1500,,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Gankhet,73012,2086,1975,1.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Jogbuda,73013,6368,8035,1.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Kailapalamandau,73014,1909,1795,1.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Koteli,73015,1692,1676,2.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Manilek,73016,1763,1746,1.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Mashtamandau,73017,1416,1412,1.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Nawadurga,73018,1388,1354,1.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Rupal,73019,2533,2262,1.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Samejee,73020,905,1085,1.0,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,Sirsha,73021,5341,4822,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Amchaur,74001,2303,1877,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Basantapur,74002,1138,1019,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Basuling,74003,1410,1343,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Bhatana,74004,1748,1427,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Bhumeswor,74005,1406,1340,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Bijayapur,74006,1682,1608,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Bilashpur,74007,1783,1518,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Bumiraj,74008,1920,1601,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Chaukham,74009,1229,1198,3.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Dasharathchand Municipality,74010,6406,7759,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Dehimandau,74011,2017,1634,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Deulek,74012,992,906,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Dhikarim/Rim,74013,1683,1696,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Dhikasintad/Sitad,74014,1917,1860,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Dhungad,74015,1130,982,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Dilasaini,74016,2272,2322,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Durgabhabani,74017,863,1006,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Durgasthan,74018,1617,1609,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Gajari,74019,1662,1611,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Giregada,74020,1299,1308,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Gokuleswor,74021,1753,1731,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Gujar,74022,1371,1169,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Gurukhola,74023,1608,1699,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Jashibunga,74024,1331,1435,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Puhat,74025,980,870,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Hatraj,74026,447,475,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Kaipal,74027,1232,1251,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Kataujpani,74028,1775,1839,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Kotila,74029,1438,1361,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Kotpetara,74030,2826,2326,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Kulau,74031,1199,1173,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Kuwakot,74032,2138,1873,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Mahadevsthan,74033,1420,1389,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Mahakali,74034,1497,1307,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Maharudra,74035,1856,1735,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Malladehi,74036,1671,1620,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Hadacot,74037,1211,1213,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Maunali,74038,1258,1198,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Kesharpur,74039,2093,1983,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Nagarjun,74040,984,884,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Nwadeu,74041,1906,1655,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Nwali,74042,1332,1250,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Pancheswor,74043,1747,1409,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Patan,74044,1803,2401,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Raudidewal,74045,1267,1542,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Rauleswor,74046,1617,1576,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Rudreswor,74047,1504,1402,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Sakar,74048,1432,1442,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Salena,74049,1317,1348,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Sarmali,74050,3396,2708,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Shankarpur,74051,996,911,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Shibanath,74052,2382,2168,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Shikharpur,74053,2248,2088,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Shivaling,74054,1689,1492,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Siddhapur,74055,1058,939,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Siddheswor,74056,1993,1702,2.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Sikash,74057,1641,1487,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Silanga,74058,1144,1138,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Sreekedar,74059,829,948,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Sreekot,74060,1440,1403,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Talladehi,74061,1223,1188,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Thalakanda,74062,1083,1048,1.0,Far-Western
Baitadi,Mahakali,Hill,Far-Western,Udayadeb,74063,2014,1781,2.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Bhagabati,75001,1314,1297,,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Boharigau,75002,1626,1646,2.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Bramhadev,75003,700,849,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Byash,75004,1857,279,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Chhapari,75005,1070,1199,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Dadakot,75006,684,871,,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Dattu,75007,891,948,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Dethala,75008,1605,1521,2.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Dhap,75009,2222,2081,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Dhari,75010,1590,1664,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Dhaulakot,75011,965,1103,,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Dhuligada,75012,2209,1590,3.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Eyarkot,75013,1181,900,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Ghusa,75014,589,554,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Gokuleswor,75015,1444,1472,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Guljar,75016,1850,1558,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Gwani,75017,2001,1790,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Hikila,75018,1138,1104,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Hunainath,75019,794,695,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Huti,75020,921,1149,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Kante,75021,1061,1223,2.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Khalanga,75022,2287,2465,2.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Khandeswori,75023,1108,1108,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Khar,75024,1780,1568,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Kharkada,75025,1165,1262,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Lali,75026,1005,1312,,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Latinath,75027,1877,1670,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Malikarjun,75028,998,960,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Pipalchauri,75029,790,911,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Ranisikhar,75030,1211,975,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Rapla,75031,390,518,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Rithachaupata,75032,1867,2027,2.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Sankarpur,75033,1220,1277,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Seri,75034,1097,916,5.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Sharmauli,75035,1660,1833,,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Sikhar,75036,1065,1049,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Sipti,75037,1958,1553,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Sitaula,75038,1512,1115,,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Sunsera,75039,1375,1371,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Tapoban,75040,918,903,1.0,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,Uku,75041,1277,1674,1.0,Far-Western
